county,FIPS,date,case_2.5,case_50,case_97.5,death_2.5,death_50,death_97.5
Travis County TX,48453,02/24,0.00,0.00,0.00,0.00,0.00,0.00
Travis County TX,48453,02/25,0.00,0.00,0.00,0.00,0.00,0.00
Travis County TX,48453,02/26,0.00,0.00,0.00,0.00,0.00,0.00
Travis County TX,48453,02/27,0.00,0.00,0.00,0.00,0.00,0.00
Travis County TX,48453,02/28,0.00,0.00,0.00,0.00,0.00,0.00
Travis County TX,48453,02/29,0.00,0.00,0.00,0.00,0.00,0.00
Travis County TX,48453,03/01,0.00,0.00,0.00,0.00,0.00,0.00
Travis County TX,48453,03/02,0.00,0.00,0.00,0.00,0.00,0.00
Travis County TX,48453,03/03,0.00,0.00,0.00,0.00,0.00,0.00
Travis County TX,48453,03/04,0.00,0.00,0.00,0.00,0.00,0.00
Travis County TX,48453,03/05,0.00,0.00,0.00,0.00,0.00,0.00
Travis County TX,48453,03/06,0.00,0.00,0.00,0.00,0.00,0.00
Travis County TX,48453,03/07,0.00,0.00,0.00,0.00,0.00,0.00
Travis County TX,48453,03/08,0.00,0.00,0.00,0.00,0.00,0.00
Travis County TX,48453,03/09,0.00,0.00,0.00,0.00,0.00,0.00
Travis County TX,48453,03/10,0.00,0.00,0.00,0.00,0.00,0.00
Travis County TX,48453,03/11,0.00,0.00,0.00,0.00,0.00,0.00
Travis County TX,48453,03/12,0.00,0.00,0.00,0.00,0.00,0.00
Travis County TX,48453,03/13,0.00,0.00,0.00,0.00,0.00,0.00
Travis County TX,48453,03/14,0.00,0.00,0.00,0.00,0.00,0.00
Travis County TX,48453,03/15,0.00,0.00,0.00,0.00,0.00,0.00
Travis County TX,48453,03/16,0.00,0.00,1.00,0.00,0.00,0.00
Travis County TX,48453,03/17,0.00,0.00,1.00,0.00,0.00,0.00
Travis County TX,48453,03/18,0.00,0.00,0.00,0.00,0.00,0.00
Travis County TX,48453,03/19,0.00,0.00,0.00,0.00,0.00,0.00
Travis County TX,48453,03/20,0.00,0.00,1.00,0.00,0.00,0.00
Travis County TX,48453,03/21,0.00,0.00,1.00,0.00,0.00,0.00
Travis County TX,48453,03/22,0.00,0.00,1.00,0.00,0.00,0.00
Travis County TX,48453,03/23,0.00,0.00,1.00,0.00,0.00,0.00
Travis County TX,48453,03/24,0.00,0.00,1.00,0.00,0.00,0.00
Travis County TX,48453,03/25,0.00,0.00,1.00,0.00,0.00,0.00
Travis County TX,48453,03/26,0.00,0.00,1.00,0.00,0.00,0.00
Travis County TX,48453,03/27,0.00,0.00,1.00,0.00,0.00,0.00
Travis County TX,48453,03/28,0.00,0.00,1.00,0.00,0.00,0.00
Travis County TX,48453,03/29,0.00,0.00,1.00,0.00,0.00,0.00
Travis County TX,48453,03/30,0.00,0.00,1.00,0.00,0.00,0.00
Travis County TX,48453,03/31,0.00,0.00,2.00,0.00,0.00,0.00
Travis County TX,48453,04/01,0.00,0.00,1.00,0.00,0.00,0.00
Travis County TX,48453,04/02,0.00,0.00,1.00,0.00,0.00,0.00
Travis County TX,48453,04/03,0.00,0.00,2.00,0.00,0.00,0.00
Travis County TX,48453,04/04,0.00,0.00,2.00,0.00,0.00,0.00
Travis County TX,48453,04/05,0.00,0.00,3.00,0.00,0.00,0.00
Travis County TX,48453,04/06,0.00,0.00,2.00,0.00,0.00,0.00
Travis County TX,48453,04/07,0.00,0.00,2.00,0.00,0.00,0.00
Travis County TX,48453,04/08,0.00,0.00,2.00,0.00,0.00,0.00
Travis County TX,48453,04/09,0.00,0.00,2.00,0.00,0.00,0.00
Travis County TX,48453,04/10,0.00,0.00,1.00,0.00,0.00,0.00
Travis County TX,48453,04/11,0.00,0.00,2.00,0.00,0.00,0.00
Travis County TX,48453,04/12,0.00,0.00,1.00,0.00,0.00,0.00
Travis County TX,48453,04/13,0.00,0.00,3.00,0.00,0.00,0.00
Travis County TX,48453,04/14,0.00,0.00,2.00,0.00,0.00,0.00
Travis County TX,48453,04/15,0.00,0.00,2.00,0.00,0.00,0.00
Travis County TX,48453,04/16,0.00,0.00,2.00,0.00,0.00,0.00
Travis County TX,48453,04/17,0.00,0.00,2.00,0.00,0.00,0.00
Travis County TX,48453,04/18,0.00,0.00,2.00,0.00,0.00,0.00
Travis County TX,48453,04/19,0.00,0.00,1.00,0.00,0.00,0.00
Travis County TX,48453,04/20,0.00,0.00,2.00,0.00,0.00,0.00
Travis County TX,48453,04/21,0.00,0.00,2.00,0.00,0.00,0.00
Travis County TX,48453,04/22,0.00,0.00,2.00,0.00,0.00,0.00
Travis County TX,48453,04/23,0.00,0.00,1.00,0.00,0.00,0.00
Travis County TX,48453,04/24,0.00,0.00,1.00,0.00,0.00,0.00
Travis County TX,48453,04/25,0.00,0.00,2.00,0.00,0.00,0.00
Travis County TX,48453,04/26,0.00,0.00,1.00,0.00,0.00,0.00
Travis County TX,48453,04/27,0.00,0.00,1.00,0.00,0.00,0.00
Travis County TX,48453,04/28,0.00,0.00,1.00,0.00,0.00,0.00
Travis County TX,48453,04/29,0.00,0.00,1.00,0.00,0.00,0.00
Travis County TX,48453,04/30,0.00,0.00,2.00,0.00,0.00,0.00
Travis County TX,48453,05/01,0.00,0.00,2.00,0.00,0.00,0.00
Travis County TX,48453,05/02,0.00,0.00,2.00,0.00,0.00,0.00
Travis County TX,48453,05/03,0.00,0.00,1.00,0.00,0.00,0.00
Genesee County MI,26049,02/21,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,02/22,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,02/23,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,02/24,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,02/25,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,02/26,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,02/27,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,02/28,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,02/29,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/01,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/02,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/03,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/04,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/05,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/06,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/07,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/08,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/09,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/10,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/11,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/12,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/13,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/14,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/15,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/16,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/17,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/18,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/19,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/20,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/21,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/22,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/23,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/24,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/25,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/26,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/27,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/28,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/29,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/30,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,03/31,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/01,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/02,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/03,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/04,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/05,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/06,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/07,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/08,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/09,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/10,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/11,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/12,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/13,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/14,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/15,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/16,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/17,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/18,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/19,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/20,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/21,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/22,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/23,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/24,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/25,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/26,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/27,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/28,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/29,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,04/30,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,05/01,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,05/02,0.00,0.00,0.00,0.00,0.00,0.00
Genesee County MI,26049,05/03,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,02/21,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,02/22,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,02/23,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,02/24,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,02/25,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,02/26,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,02/27,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,02/28,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,02/29,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,03/01,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,03/02,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,03/03,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,03/04,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,03/05,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,03/06,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,03/07,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,03/08,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,03/09,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,03/10,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,03/11,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,03/12,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,03/13,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,03/14,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,03/15,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,03/16,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,03/17,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,03/18,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,03/19,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,03/20,0.00,0.00,1.00,0.00,0.00,0.00
Hall County GA,13139,03/21,0.00,0.00,1.00,0.00,0.00,0.00
Hall County GA,13139,03/22,0.00,0.00,0.00,0.00,0.00,0.00
Hall County GA,13139,03/23,0.00,0.00,1.00,0.00,0.00,0.00
Hall County GA,13139,03/24,0.00,0.00,1.00,0.00,0.00,0.00
Hall County GA,13139,03/25,0.00,0.00,1.00,0.00,0.00,0.00
Hall County GA,13139,03/26,0.00,0.00,1.00,0.00,0.00,0.00
Hall County GA,13139,03/27,0.00,0.00,1.00,0.00,0.00,0.00
Hall County GA,13139,03/28,0.00,0.00,2.00,0.00,0.00,0.00
Hall County GA,13139,03/29,0.00,0.00,2.00,0.00,0.00,0.00
Hall County GA,13139,03/30,0.00,0.00,2.00,0.00,0.00,0.00
Hall County GA,13139,03/31,0.00,0.00,3.00,0.00,0.00,0.00
Hall County GA,13139,04/01,0.00,0.00,2.00,0.00,0.00,0.00
