county,FIPS,date,case_2.5,case_50,case_97.5,death_2.5,death_50,death_97.5
Wake County NC,37183,02/21,0.00,0.00,0.00,0.00,0.00,0.00
Wake County NC,37183,02/22,0.00,0.00,0.00,0.00,0.00,0.00
Wake County NC,37183,02/23,0.00,0.00,0.00,0.00,0.00,0.00
Wake County NC,37183,02/24,0.00,0.00,0.00,0.00,0.00,0.00
Wake County NC,37183,02/25,0.00,0.00,0.00,0.00,0.00,0.00
Wake County NC,37183,02/26,0.00,0.00,0.00,0.00,0.00,0.00
Wake County NC,37183,02/27,0.00,0.00,1.00,0.00,0.00,0.00
Wake County NC,37183,02/28,0.00,0.00,1.00,0.00,0.00,0.00
Wake County NC,37183,02/29,0.00,0.00,1.00,0.00,0.00,0.00
Wake County NC,37183,03/01,0.00,0.00,1.00,0.00,0.00,0.00
Wake County NC,37183,03/02,0.00,0.00,1.00,0.00,0.00,0.00
Wake County NC,37183,03/03,0.00,0.00,2.00,0.00,0.00,0.00
Wake County NC,37183,03/04,0.00,0.00,3.00,0.00,0.00,0.00
Wake County NC,37183,03/05,0.00,0.00,2.00,0.00,0.00,0.00
Wake County NC,37183,03/06,0.00,1.00,3.00,0.00,0.00,0.00
Wake County NC,37183,03/07,0.00,1.00,3.00,0.00,0.00,0.00
Wake County NC,37183,03/08,0.00,1.00,3.00,0.00,0.00,0.00
Wake County NC,37183,03/09,0.00,1.00,5.00,0.00,0.00,0.00
Wake County NC,37183,03/10,0.00,1.00,6.00,0.00,0.00,0.00
Wake County NC,37183,03/11,0.00,1.00,7.00,0.00,0.00,0.00
Wake County NC,37183,03/12,0.00,2.00,11.00,0.00,0.00,0.00
Wake County NC,37183,03/13,0.00,2.00,9.00,0.00,0.00,0.00
Wake County NC,37183,03/14,0.00,2.00,10.00,0.00,0.00,0.00
Wake County NC,37183,03/15,0.00,2.00,12.00,0.00,0.00,0.00
Wake County NC,37183,03/16,0.00,2.00,13.00,0.00,0.00,1.00
Wake County NC,37183,03/17,0.00,3.00,15.00,0.00,0.00,1.00
Wake County NC,37183,03/18,0.00,3.00,16.00,0.00,0.00,1.00
Wake County NC,37183,03/19,0.00,3.00,18.00,0.00,0.00,1.00
Wake County NC,37183,03/20,0.00,3.00,17.00,0.00,0.00,1.00
Wake County NC,37183,03/21,0.00,3.00,22.00,0.00,0.00,2.00
Wake County NC,37183,03/22,0.00,4.00,25.00,0.00,0.00,2.00
Wake County NC,37183,03/23,0.00,4.00,22.00,0.00,0.00,1.00
Wake County NC,37183,03/24,0.00,5.00,24.00,0.00,0.00,2.00
Wake County NC,37183,03/25,0.00,4.00,29.00,0.00,0.00,3.00
Wake County NC,37183,03/26,0.00,5.00,33.00,0.00,0.00,3.00
Wake County NC,37183,03/27,0.00,5.00,32.00,0.00,0.00,2.00
Wake County NC,37183,03/28,0.00,5.00,41.00,0.00,0.00,2.00
Wake County NC,37183,03/29,0.00,5.00,41.00,0.00,0.00,3.00
Wake County NC,37183,03/30,0.00,6.00,42.00,0.00,0.00,3.00
Wake County NC,37183,03/31,0.00,6.00,44.00,0.00,0.00,3.00
Wake County NC,37183,04/01,0.00,6.00,48.00,0.00,0.00,2.00
Wake County NC,37183,04/02,0.00,7.00,50.00,0.00,0.00,3.00
Wake County NC,37183,04/03,0.00,8.00,54.00,0.00,0.00,4.00
Wake County NC,37183,04/04,0.00,7.00,44.00,0.00,0.00,3.00
Wake County NC,37183,04/05,0.00,6.00,54.00,0.00,0.00,4.00
Wake County NC,37183,04/06,0.00,7.00,53.00,0.00,0.00,5.00
Wake County NC,37183,04/07,0.00,7.00,48.00,0.00,0.00,3.00
Wake County NC,37183,04/08,0.00,7.00,53.00,0.00,0.00,4.00
Wake County NC,37183,04/09,0.00,7.00,56.00,0.00,0.00,4.00
Wake County NC,37183,04/10,0.00,7.00,59.00,0.00,0.00,4.00
Wake County NC,37183,04/11,0.00,6.00,56.00,0.00,0.00,4.00
Wake County NC,37183,04/12,0.00,6.00,54.00,0.00,0.00,4.00
Wake County NC,37183,04/13,0.00,7.00,59.00,0.00,0.00,4.00
Wake County NC,37183,04/14,0.00,6.00,51.00,0.00,0.00,4.00
Wake County NC,37183,04/15,0.00,6.00,57.00,0.00,0.00,3.00
Wake County NC,37183,04/16,0.00,6.00,55.00,0.00,0.00,4.00
Wake County NC,37183,04/17,0.00,5.00,49.00,0.00,0.00,3.00
Wake County NC,37183,04/18,0.00,5.00,50.00,0.00,0.00,5.00
Wake County NC,37183,04/19,0.00,5.00,42.00,0.00,0.00,5.00
Wake County NC,37183,04/20,0.00,5.00,46.00,0.00,0.00,4.00
Wake County NC,37183,04/21,0.00,5.00,51.00,0.00,0.00,3.00
Wake County NC,37183,04/22,0.00,5.00,38.00,0.00,0.00,4.00
Wake County NC,37183,04/23,0.00,4.00,39.00,0.00,0.00,4.00
Wake County NC,37183,04/24,0.00,4.00,38.00,0.00,0.00,4.00
Wake County NC,37183,04/25,0.00,4.00,39.00,0.00,0.00,4.00
Wake County NC,37183,04/26,0.00,4.00,36.00,0.00,0.00,4.00
Wake County NC,37183,04/27,0.00,3.00,35.00,0.00,0.00,4.00
Wake County NC,37183,04/28,0.00,3.00,36.00,0.00,0.00,4.00
Wake County NC,37183,04/29,0.00,3.00,27.00,0.00,0.00,3.00
Wake County NC,37183,04/30,0.00,3.00,29.00,0.00,0.00,4.00
Wake County NC,37183,05/01,0.00,4.00,28.00,0.00,0.00,3.00
Wake County NC,37183,05/02,0.00,3.00,24.00,0.00,0.00,2.00
Wake County NC,37183,05/03,0.00,4.00,23.00,0.00,0.00,3.00
Rockingham County NH,33015,02/21,0.00,0.00,0.00,0.00,0.00,0.00
Rockingham County NH,33015,02/22,0.00,0.00,0.00,0.00,0.00,0.00
Rockingham County NH,33015,02/23,0.00,0.00,0.00,0.00,0.00,0.00
Rockingham County NH,33015,02/24,0.00,0.00,0.00,0.00,0.00,0.00
Rockingham County NH,33015,02/25,0.00,0.00,0.00,0.00,0.00,0.00
Rockingham County NH,33015,02/26,0.00,0.00,0.00,0.00,0.00,0.00
Rockingham County NH,33015,02/27,0.00,0.00,0.00,0.00,0.00,0.00
Rockingham County NH,33015,02/28,0.00,0.00,0.00,0.00,0.00,0.00
Rockingham County NH,33015,02/29,0.00,0.00,0.00,0.00,0.00,0.00
Rockingham County NH,33015,03/01,0.00,0.00,0.00,0.00,0.00,0.00
Rockingham County NH,33015,03/02,0.00,0.00,1.00,0.00,0.00,0.00
Rockingham County NH,33015,03/03,0.00,0.00,1.00,0.00,0.00,0.00
Rockingham County NH,33015,03/04,0.00,0.00,1.00,0.00,0.00,0.00
Rockingham County NH,33015,03/05,0.00,0.00,2.00,0.00,0.00,0.00
Rockingham County NH,33015,03/06,0.00,0.00,3.00,0.00,0.00,0.00
Rockingham County NH,33015,03/07,0.00,1.00,4.00,0.00,0.00,0.00
Rockingham County NH,33015,03/08,0.00,1.00,5.00,0.00,0.00,0.00
Rockingham County NH,33015,03/09,0.00,1.00,5.00,0.00,0.00,0.00
Rockingham County NH,33015,03/10,0.00,1.00,5.00,0.00,0.00,0.00
Rockingham County NH,33015,03/11,0.00,2.00,5.00,0.00,0.00,0.00
Rockingham County NH,33015,03/12,0.00,2.00,7.00,0.00,0.00,0.00
Rockingham County NH,33015,03/13,0.00,2.00,9.00,0.00,0.00,0.00
Rockingham County NH,33015,03/14,0.00,3.00,7.00,0.00,0.00,1.00
Rockingham County NH,33015,03/15,0.00,3.00,8.00,0.00,0.00,1.00
Rockingham County NH,33015,03/16,0.00,3.00,11.00,0.00,0.00,1.00
Rockingham County NH,33015,03/17,0.00,3.00,12.00,0.00,0.00,1.00
Rockingham County NH,33015,03/18,0.00,4.00,11.00,0.00,0.00,2.00
Rockingham County NH,33015,03/19,0.00,4.00,13.00,0.00,0.00,1.00
Rockingham County NH,33015,03/20,0.00,5.00,13.00,0.00,0.00,1.00
Rockingham County NH,33015,03/21,0.00,5.00,16.00,0.00,0.00,2.00
Rockingham County NH,33015,03/22,1.00,5.00,16.00,0.00,0.00,2.00
Rockingham County NH,33015,03/23,0.00,6.00,17.00,0.00,0.00,2.00
Rockingham County NH,33015,03/24,0.00,6.00,18.00,0.00,0.00,2.00
Rockingham County NH,33015,03/25,0.00,5.00,23.00,0.00,0.00,3.00
Rockingham County NH,33015,03/26,0.00,7.00,19.00,0.00,0.00,3.00
Rockingham County NH,33015,03/27,0.00,6.00,24.00,0.00,0.00,3.00
Rockingham County NH,33015,03/28,0.00,7.00,29.00,0.00,0.00,3.00
Rockingham County NH,33015,03/29,1.00,9.00,34.00,0.00,0.00,3.00
Rockingham County NH,33015,03/30,1.00,8.00,35.00,0.00,1.00,4.00
Rockingham County NH,33015,03/31,2.00,10.00,32.00,0.00,0.00,4.00
Rockingham County NH,33015,04/01,1.00,9.00,37.00,0.00,1.00,4.00
Rockingham County NH,33015,04/02,1.00,10.00,36.00,0.00,1.00,3.00
Rockingham County NH,33015,04/03,1.00,10.00,47.00,0.00,1.00,4.00
Rockingham County NH,33015,04/04,1.00,10.00,39.00,0.00,1.00,4.00
Rockingham County NH,33015,04/05,1.00,9.00,50.00,0.00,1.00,4.00
Rockingham County NH,33015,04/06,2.00,11.00,45.00,0.00,1.00,5.00
Rockingham County NH,33015,04/07,1.00,11.00,57.00,0.00,1.00,6.00
Rockingham County NH,33015,04/08,2.00,11.00,48.00,0.00,1.00,6.00
Rockingham County NH,33015,04/09,2.00,11.00,50.00,0.00,1.00,6.00
Rockingham County NH,33015,04/10,2.00,13.00,58.00,0.00,1.00,5.00
Rockingham County NH,33015,04/11,2.00,12.00,55.00,0.00,1.00,5.00
Rockingham County NH,33015,04/12,1.00,12.00,65.00,0.00,1.00,5.00
Rockingham County NH,33015,04/13,2.00,11.00,54.00,0.00,1.00,4.00
Rockingham County NH,33015,04/14,2.00,11.00,58.00,0.00,1.00,5.00
Rockingham County NH,33015,04/15,1.00,10.00,61.00,0.00,1.00,4.00
Rockingham County NH,33015,04/16,1.00,11.00,52.00,0.00,1.00,5.00
Rockingham County NH,33015,04/17,2.00,10.00,62.00,0.00,1.00,5.00
Rockingham County NH,33015,04/18,3.00,10.00,52.00,0.00,1.00,7.00
Rockingham County NH,33015,04/19,1.00,10.00,52.00,0.00,1.00,6.00
Rockingham County NH,33015,04/20,1.00,10.00,51.00,0.00,1.00,6.00
Rockingham County NH,33015,04/21,1.00,9.00,48.00,0.00,1.00,5.00
Rockingham County NH,33015,04/22,0.00,10.00,46.00,0.00,1.00,4.00
Rockingham County NH,33015,04/23,2.00,9.00,55.00,0.00,1.00,5.00
Rockingham County NH,33015,04/24,1.00,9.00,50.00,0.00,1.00,5.00
Rockingham County NH,33015,04/25,2.00,9.00,54.00,0.00,1.00,7.00
Rockingham County NH,33015,04/26,1.00,9.00,49.00,0.00,1.00,4.00
Rockingham County NH,33015,04/27,0.00,9.00,47.00,0.00,1.00,5.00
Rockingham County NH,33015,04/28,1.00,9.00,51.00,0.00,1.00,6.00
Rockingham County NH,33015,04/29,1.00,9.00,45.00,0.00,1.00,6.00
Rockingham County NH,33015,04/30,1.00,9.00,51.00,0.00,1.00,5.00
Rockingham County NH,33015,05/01,1.00,9.00,47.00,0.00,0.00,5.00
Rockingham County NH,33015,05/02,1.00,9.00,55.00,0.00,1.00,5.00
Rockingham County NH,33015,05/03,1.00,9.00,49.00,0.00,0.00,6.00
Oklahoma County OK,40109,02/21,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,02/22,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,02/23,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,02/24,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,02/25,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,02/26,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,02/27,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,02/28,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,02/29,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/01,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/02,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/03,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/04,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/05,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/06,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/07,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/08,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/09,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/10,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/11,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/12,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/13,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/14,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/15,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/16,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/17,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/18,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/19,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/20,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/21,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/22,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/23,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/24,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/25,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/26,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/27,0.00,0.00,1.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/28,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/29,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/30,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,03/31,0.00,0.00,2.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/01,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/02,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/03,0.00,0.00,1.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/04,0.00,0.00,1.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/05,0.00,0.00,0.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/06,0.00,0.00,1.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/07,0.00,0.00,1.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/08,0.00,0.00,1.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/09,0.00,0.00,1.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/10,0.00,0.00,1.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/11,0.00,0.00,1.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/12,0.00,0.00,1.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/13,0.00,0.00,1.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/14,0.00,0.00,1.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/15,0.00,0.00,1.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/16,0.00,0.00,1.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/17,0.00,0.00,1.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/18,0.00,0.00,2.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/19,0.00,0.00,1.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/20,0.00,0.00,2.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/21,0.00,0.00,1.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/22,0.00,0.00,1.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/23,0.00,0.00,1.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/24,0.00,0.00,1.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/25,0.00,0.00,1.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/26,0.00,0.00,2.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/27,0.00,0.00,1.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/28,0.00,0.00,1.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/29,0.00,0.00,1.00,0.00,0.00,0.00
Oklahoma County OK,40109,04/30,0.00,0.00,1.00,0.00,0.00,0.00
Oklahoma County OK,40109,05/01,0.00,0.00,1.00,0.00,0.00,0.00
Oklahoma County OK,40109,05/02,0.00,0.00,1.00,0.00,0.00,0.00
Oklahoma County OK,40109,05/03,0.00,0.00,2.00,0.00,0.00,0.00
Wyandotte County KS,20209,02/21,0.00,0.00,0.00,0.00,0.00,0.00
Wyandotte County KS,20209,02/22,0.00,0.00,0.00,0.00,0.00,0.00
Wyandotte County KS,20209,02/23,0.00,0.00,0.00,0.00,0.00,0.00
Wyandotte County KS,20209,02/24,0.00,0.00,0.00,0.00,0.00,0.00
Wyandotte County KS,20209,02/25,0.00,0.00,0.00,0.00,0.00,0.00
Wyandotte County KS,20209,02/26,0.00,0.00,0.00,0.00,0.00,0.00
Wyandotte County KS,20209,02/27,0.00,0.00,0.00,0.00,0.00,0.00
Wyandotte County KS,20209,02/28,0.00,0.00,0.00,0.00,0.00,0.00
Wyandotte County KS,20209,02/29,0.00,0.00,0.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/01,0.00,0.00,0.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/02,0.00,0.00,0.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/03,0.00,0.00,0.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/04,0.00,0.00,0.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/05,0.00,0.00,0.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/06,0.00,0.00,0.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/07,0.00,0.00,0.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/08,0.00,0.00,0.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/09,0.00,0.00,0.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/10,0.00,0.00,0.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/11,0.00,0.00,0.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/12,0.00,0.00,0.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/13,0.00,0.00,1.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/14,0.00,0.00,0.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/15,0.00,0.00,1.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/16,0.00,0.00,1.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/17,0.00,0.00,1.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/18,0.00,0.00,1.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/19,0.00,0.00,1.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/20,0.00,0.00,2.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/21,0.00,0.00,2.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/22,0.00,0.00,2.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/23,0.00,0.00,2.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/24,0.00,0.00,2.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/25,0.00,0.00,2.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/26,0.00,0.00,2.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/27,0.00,0.00,3.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/28,0.00,0.00,3.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/29,0.00,0.00,4.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/30,0.00,0.00,3.00,0.00,0.00,0.00
Wyandotte County KS,20209,03/31,0.00,0.00,5.00,0.00,0.00,0.00
Wyandotte County KS,20209,04/01,0.00,0.00,5.00,0.00,0.00,0.00
Wyandotte County KS,20209,04/02,0.00,0.00,4.00,0.00,0.00,0.00
Wyandotte County KS,20209,04/03,0.00,0.00,3.00,0.00,0.00,0.00
Wyandotte County KS,20209,04/04,0.00,0.00,5.00,0.00,0.00,0.00
Wyandotte County KS,20209,04/05,0.00,0.00,6.00,0.00,0.00,0.00
Wyandotte County KS,20209,04/06,0.00,0.00,5.00,0.00,0.00,0.00
Wyandotte County KS,20209,04/07,0.00,0.00,5.00,0.00,0.00,0.00
Wyandotte County KS,20209,04/08,0.00,1.00,6.00,0.00,0.00,1.00
Wyandotte County KS,20209,04/09,0.00,1.00,7.00,0.00,0.00,0.00
Wyandotte County KS,20209,04/10,0.00,1.00,7.00,0.00,0.00,0.00
Wyandotte County KS,20209,04/11,0.00,1.00,10.00,0.00,0.00,0.00
Wyandotte County KS,20209,04/12,0.00,1.00,7.00,0.00,0.00,0.00
Wyandotte County KS,20209,04/13,0.00,1.00,8.00,0.00,0.00,0.00
Wyandotte County KS,20209,04/14,0.00,1.00,9.00,0.00,0.00,0.00
Wyandotte County KS,20209,04/15,0.00,1.00,11.00,0.00,0.00,0.00
Wyandotte County KS,20209,04/16,0.00,1.00,8.00,0.00,0.00,0.00
Wyandotte County KS,20209,04/17,0.00,1.00,13.00,0.00,0.00,1.00
Wyandotte County KS,20209,04/18,0.00,1.00,11.00,0.00,0.00,1.00
Wyandotte County KS,20209,04/19,0.00,1.00,12.00,0.00,0.00,1.00
Wyandotte County KS,20209,04/20,0.00,2.00,16.00,0.00,0.00,1.00
Wyandotte County KS,20209,04/21,0.00,2.00,17.00,0.00,0.00,1.00
Wyandotte County KS,20209,04/22,0.00,2.00,16.00,0.00,0.00,1.00
Wyandotte County KS,20209,04/23,0.00,3.00,20.00,0.00,0.00,1.00
Wyandotte County KS,20209,04/24,0.00,3.00,29.00,0.00,0.00,2.00
Wyandotte County KS,20209,04/25,0.00,4.00,28.00,0.00,0.00,2.00
Wyandotte County KS,20209,04/26,0.00,4.00,32.00,0.00,0.00,2.00
Wyandotte County KS,20209,04/27,0.00,5.00,39.00,0.00,0.00,2.00
Wyandotte County KS,20209,04/28,0.00,5.00,46.00,0.00,0.00,2.00
Wyandotte County KS,20209,04/29,0.00,6.00,59.00,0.00,0.00,2.00
Wyandotte County KS,20209,04/30,0.00,8.00,63.00,0.00,0.00,4.00
Wyandotte County KS,20209,05/01,0.00,9.00,72.00,0.00,0.00,4.00
Wyandotte County KS,20209,05/02,0.00,10.00,81.00,0.00,0.00,4.00
Wyandotte County KS,20209,05/03,0.00,12.00,91.00,0.00,0.00,4.00
Lincoln County AR,5079,02/21,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,02/22,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,02/23,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,02/24,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,02/25,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,02/26,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,02/27,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,02/28,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,02/29,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/01,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/02,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/03,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/04,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/05,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/06,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/07,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/08,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/09,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/10,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/11,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/12,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/13,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/14,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/15,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/16,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/17,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/18,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/19,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/20,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/21,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/22,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/23,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/24,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/25,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/26,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/27,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/28,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/29,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/30,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,03/31,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,04/01,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,04/02,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,04/03,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,04/04,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,04/05,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,04/06,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,04/07,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,04/08,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,04/09,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,04/10,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,04/11,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,04/12,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,04/13,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,04/14,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,04/15,0.00,0.00,0.00,0.00,0.00,0.00
Lincoln County AR,5079,04/16,0.00,0.00,0.00,0.00,0.00,0.00
